familia,rmse_medio,rmse_std,logloss_medio,veces_gana
lightgbm,1.2043159394557317,0.08355901405971991,0.9890772748591447,3
xgboost,1.2069458597017884,0.07707091988486252,0.983601876658214,1
glm,1.2554066717896966,0.053155336705889344,1.0166612380922255,1
