fecha,partido,apuesta,cuota,p_modelo,edge,importe,gano,banca
2026-06-24,Scotland - Brazil,LOCAL,9.9,0.1746,0.7282,0.69,False,32.89
2026-06-24,Scotland - Brazil,EMPATE,5.28,0.2588,0.3667,0.7,False,32.18
2026-06-24,Mexico - Czech Republic,LOCAL,1.73,0.6449,0.1157,1.27,True,33.11
2026-06-25,Ecuador - Germany,VISITANTE,1.71,0.7448,0.2736,1.66,False,31.46
2026-06-25,Japan - Sweden,LOCAL,2.26,0.5498,0.2424,1.51,False,29.94
2026-06-25,Tunisia - Netherlands,LOCAL,16.63,0.1144,0.9017,0.43,False,29.51
2026-06-25,Tunisia - Netherlands,EMPATE,8.56,0.1997,0.7096,0.69,False,28.82
2026-06-25,Paraguay - Australia,VISITANTE,4.1,0.3101,0.2715,0.63,False,28.19
2026-06-25,United States - Turkey,EMPATE,3.81,0.2895,0.1031,0.26,False,27.93
2026-06-25,United States - Turkey,VISITANTE,3.22,0.3215,0.0351,0.11,True,28.18
2026-06-26,New Zealand - Belgium,LOCAL,13.28,0.089,0.1813,0.1,False,28.07
2026-06-26,New Zealand - Belgium,EMPATE,8.14,0.1653,0.3452,0.34,False,27.73
2026-06-26,Uruguay - Spain,LOCAL,5.65,0.1925,0.0877,0.13,False,27.6
2026-06-26,Egypt - Iran,VISITANTE,3.38,0.3546,0.1986,0.58,False,27.03
2026-06-26,Senegal - Iraq,EMPATE,6.88,0.257,0.7683,0.88,False,26.14
2026-06-26,Senegal - Iraq,VISITANTE,13.06,0.201,1.6251,0.88,False,25.26
2026-06-26,Norway - France,LOCAL,7.02,0.2217,0.5562,0.58,False,24.68
2026-06-26,Norway - France,EMPATE,5.44,0.2864,0.558,0.78,False,23.9
2026-06-26,Cape Verde - Saudi Arabia,LOCAL,2.55,0.4906,0.2511,0.97,False,22.94
2026-06-27,Jordan - Argentina,LOCAL,19.03,0.08,0.5221,0.17,False,22.77
2026-06-27,Jordan - Argentina,EMPATE,8.45,0.1596,0.3489,0.27,False,22.5
2026-06-27,Algeria - Austria,VISITANTE,3.45,0.4927,0.6999,1.13,False,21.38
2026-06-27,Panama - England,EMPATE,8.45,0.1257,0.0623,0.04,False,21.33
2026-06-27,Croatia - Ghana,LOCAL,1.79,0.6902,0.2354,1.07,True,22.18
2026-06-27,Colombia - Portugal,LOCAL,3.83,0.4535,0.737,1.11,False,21.07
2026-06-27,Colombia - Portugal,EMPATE,3.84,0.2763,0.0609,0.11,True,21.39
2026-06-28,South Africa - Canada,LOCAL,4.68,0.4187,0.9595,1.07,False,20.32
2026-06-29,Netherlands - Morocco,LOCAL,2.34,0.4661,0.0907,0.34,False,19.97
2026-06-29,Germany - Paraguay,EMPATE,5.06,0.251,0.2703,0.33,True,21.32
2026-06-29,Germany - Paraguay,VISITANTE,9.16,0.1761,0.6129,0.4,False,20.92
2026-06-29,Brazil - Japan,VISITANTE,4.96,0.215,0.0664,0.09,False,20.84
2026-06-30,Ivory Coast - Norway,LOCAL,3.52,0.3507,0.2346,0.48,False,20.35
2026-06-30,France - Sweden,EMPATE,5.82,0.2111,0.2284,0.24,False,20.11
2026-06-30,France - Sweden,VISITANTE,9.47,0.1113,0.0536,0.03,False,20.08
2026-06-30,Mexico - Ecuador,LOCAL,2.25,0.5137,0.1559,0.63,True,20.86
2026-07-01,Belgium - Senegal,LOCAL,1.92,0.5841,0.1214,0.69,False,20.17
2026-07-02,Portugal - Croatia,EMPATE,3.67,0.2873,0.0545,0.1,False,20.07
2026-07-02,Portugal - Croatia,VISITANTE,5.23,0.2795,0.4619,0.55,False,19.52
2026-07-02,Spain - Austria,EMPATE,5.04,0.2505,0.2626,0.32,False,19.2
2026-07-02,Spain - Austria,VISITANTE,9.53,0.1518,0.447,0.25,False,18.95
2026-07-03,Australia - Egypt,VISITANTE,2.37,0.4596,0.0893,0.31,False,18.64
2026-07-03,Argentina - Cape Verde,EMPATE,8.13,0.1338,0.0878,0.06,True,19.05
2026-07-03,Argentina - Cape Verde,VISITANTE,20.16,0.0567,0.1426,0.04,False,19.02
2026-07-03,Colombia - Ghana,LOCAL,1.42,0.7865,0.1169,0.95,True,19.42
