fecha,equipo_local,equipo_visitante,prob_local,prob_empate,prob_visitante,cuota_local,cuota_empate,cuota_visitante,resultado_1x2_real
2022-11-30,Saudi Arabia,Mexico,0.1978220675696256,0.2749908045766266,0.5271871278537477,5.4,4.13,1.6,VISITANTE
2022-11-30,Poland,Argentina,0.1015101135752392,0.1815960578507288,0.7168938285740319,8.15,4.44,1.41,VISITANTE
2022-12-01,Croatia,Belgium,0.4611954382158521,0.2756330585152528,0.2631715032688951,2.97,3.34,2.38,EMPATE
2022-12-01,Canada,Morocco,0.141439887697065,0.216931778441129,0.641628333861806,4.71,3.41,1.82,VISITANTE
2022-12-01,Japan,Spain,0.2157538244085501,0.2766333976503605,0.5076127779410893,6.98,4.35,1.46,LOCAL
2022-12-01,Costa Rica,Germany,0.2436138297626194,0.2848664428383862,0.4715197273989943,24.4,10.6,1.09,VISITANTE
2022-12-02,South Korea,Portugal,0.271675474309048,0.293782511020225,0.4345420146707269,4.25,3.73,1.82,LOCAL
2022-12-02,Ghana,Uruguay,0.2270581508144799,0.27114680800535,0.5017950411801699,4.53,3.74,1.77,VISITANTE
2022-12-02,Serbia,Switzerland,0.3515571673771722,0.287585206935881,0.3608576256869468,2.51,3.31,2.81,VISITANTE
2022-12-02,Cameroon,Brazil,0.0431424857322507,0.1191930651414718,0.8376644491262774,8.95,5.19,1.33,LOCAL
2022-12-03,Argentina,Australia,0.6245023915551067,0.2283086536351309,0.1471889548097624,1.27,5.92,10.23,LOCAL
2022-12-03,Netherlands,United States,0.5825143684843384,0.2612161168372704,0.1562695146783912,1.9,3.32,4.36,LOCAL
2022-12-04,France,Poland,0.5729493632472402,0.2631888232765729,0.1638618134761869,1.38,4.79,8.41,LOCAL
2022-12-04,England,Senegal,0.4647886568281675,0.2918336654935392,0.2433776776782933,1.59,3.64,6.53,LOCAL
2022-12-05,Japan,Croatia,0.284597792098251,0.2998202502631692,0.4155819576385797,3.81,3.2,2.08,EMPATE
2022-12-05,Brazil,South Korea,0.7076825013766675,0.1956607389353798,0.0966567596879525,1.21,6.39,14.22,LOCAL
2022-12-06,Morocco,Spain,0.2648299220354287,0.3016383937863203,0.4335316841782509,6.04,3.72,1.61,EMPATE
2022-12-06,Portugal,Switzerland,0.515698427173808,0.2660074737090576,0.2182940991171342,1.91,3.54,4.04,LOCAL
2022-12-09,Croatia,Brazil,0.1658840936850854,0.2471154193301047,0.5870004869848099,8.53,4.57,1.39,EMPATE
2022-12-09,Netherlands,Argentina,0.331665759436911,0.3171942605232676,0.3511399800398212,3.57,3.06,2.22,EMPATE
2022-12-10,Morocco,Portugal,0.2635883134984845,0.3027492516088204,0.433662434892695,6.17,3.79,1.58,LOCAL
2022-12-10,England,France,0.358976218762281,0.3051233625307161,0.3359004187070029,2.81,3.05,2.69,VISITANTE
2022-12-13,Argentina,Croatia,0.4932465991224833,0.2847166922828683,0.2220367085946483,1.98,3.07,4.45,LOCAL
2022-12-14,France,Morocco,0.5221105389389451,0.2672591725743546,0.2106302884867002,1.58,3.82,6.25,LOCAL
2022-12-17,Croatia,Morocco,0.3526965817007341,0.2870860213507974,0.3602173969484684,2.23,3.49,3.09,LOCAL
2022-12-18,Argentina,France,0.5566034533497729,0.2563725953663945,0.1870239512838326,2.63,3.12,2.84,EMPATE
2026-06-11,Mexico,South Africa,0.6755850271395024,0.2142914474450112,0.1101235254154864,1.41,4.33,8.26,LOCAL
2026-06-11,South Korea,Czech Republic,0.4070713266574355,0.2932727188357516,0.2996559545068128,2.54,3.06,2.93,LOCAL
2026-06-12,United States,Paraguay,0.4671340459474019,0.2959652693444287,0.2369006847081693,2.03,3.21,3.84,LOCAL
2026-06-13,Qatar,Switzerland,0.3146398455829621,0.2796939754562564,0.4056661789607813,14.57,6.88,1.19,EMPATE
2026-06-13,Brazil,Morocco,0.5481929605119622,0.2680848871474246,0.1837221523406131,1.66,3.67,5.41,EMPATE
2026-06-13,Haiti,Scotland,0.2190257512259758,0.2709109588264354,0.5100632899475886,5.41,4.29,1.56,VISITANTE
2026-06-13,Australia,Turkey,0.1305739139213728,0.2341490388593911,0.635277047219236,5.17,3.69,1.68,LOCAL
2026-06-14,Netherlands,Japan,0.4577152864022127,0.289939490224872,0.2523452233729152,1.99,3.43,3.72,EMPATE
2026-06-14,Ivory Coast,Ecuador,0.3583463359268945,0.3078934762879802,0.3337601877851253,3.22,2.89,2.45,LOCAL
2026-06-14,Sweden,Tunisia,0.4267134176201446,0.3010795858288775,0.2722069965509779,1.85,3.4,4.36,LOCAL
2026-06-15,Spain,Cape Verde,0.7290812706870644,0.1806562893708158,0.0902624399421197,1.08,11.58,26.2,EMPATE
2026-06-15,Belgium,Egypt,0.4750654718976476,0.291954771673569,0.2329797564287834,1.51,4.14,6.22,EMPATE
2026-06-15,Saudi Arabia,Uruguay,0.2166588429276924,0.2794173041822663,0.5039238528900413,7.5,4.11,1.46,EMPATE
2026-06-15,Iran,New Zealand,0.6640481259439204,0.2174663450838511,0.1184855289722284,1.81,3.37,4.7,EMPATE
2026-06-16,Argentina,Algeria,0.5690752526630171,0.258176793799331,0.1727479535376519,1.51,4.06,6.48,LOCAL
2026-06-16,Austria,Jordan,0.6212653847940978,0.2388221773860494,0.1399124378198528,1.38,4.69,8.33,LOCAL
2026-06-16,France,Senegal,0.446777268913299,0.2811094069159197,0.2721133241707812,1.47,4.41,6.42,LOCAL
2026-06-16,Iraq,Norway,0.1927382530408207,0.2529012804475757,0.5543604665116035,13.1,6.5,1.21,VISITANTE
2026-06-17,England,Croatia,0.4936877092016867,0.2774000047389141,0.2289122860593992,1.65,3.78,5.29,LOCAL
2026-06-17,Ghana,Panama,0.2026373356396682,0.2738217871355276,0.5235408772248041,2.3,3.16,3.18,LOCAL
2026-06-17,Uzbekistan,Colombia,0.1651571580619189,0.2428660629542636,0.5919767789838173,9.97,5.16,1.31,VISITANTE
2026-06-18,Czech Republic,South Africa,0.5596228707937151,0.255541726533194,0.1848354026730908,1.84,3.41,4.33,EMPATE
2026-06-18,Canada,Qatar,0.6802259376143294,0.2210252592645269,0.0987488031211437,1.25,5.84,11.38,LOCAL
2026-06-18,Mexico,South Korea,0.6025778148229076,0.2515404601354509,0.1458817250416414,2.02,3.19,3.94,LOCAL
2026-06-19,Turkey,Paraguay,0.5634197094463052,0.2428134021005267,0.193766888453168,2.02,3.32,3.72,VISITANTE
2026-06-19,Brazil,Haiti,0.8548510219792789,0.1039334253845065,0.0412155526362147,1.09,10.41,22.75,LOCAL
2026-06-19,Scotland,Morocco,0.1802405006463683,0.2523603404604293,0.5673991588932024,5.42,3.61,1.67,VISITANTE
2026-06-19,United States,Australia,0.4981546880530446,0.2868154248901499,0.2150298870568054,1.55,4.08,5.79,LOCAL
2026-06-20,Netherlands,Sweden,0.5195154790154419,0.2772281709652245,0.2032563500193336,1.68,3.96,4.68,LOCAL
2026-06-20,Germany,Ivory Coast,0.622017394472122,0.2236548848666766,0.1543277206612014,1.46,4.65,6.3,LOCAL
2026-06-20,Tunisia,Japan,0.1601537375660846,0.2436314834613671,0.5962147789725482,7.69,4.3,1.43,VISITANTE
2026-06-21,New Zealand,Egypt,0.1910254742992888,0.2560997638829351,0.5528747618177761,5.64,3.76,1.61,VISITANTE
